,objectIsPart,objectPresence,objectcounts,objectnames,proportionClassIsPart,wordnet_found,wordnet_level1,wordnet_synset,wordnet_hypernym,wordnet_gloss,wordnet_synonyms,wordnet_frequency
2625,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],25.0,['structure'],0.0,0,[],[],[],[],[],0
2626,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stuffed animal'],0.0,0,[],[],[],[],[],0
2627,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['stuffed animal head'],0.0,0,[],[],[],[],[],0
2628,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stuffed head'],0.0,0,[],[],[],[],[],0
2629,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],11.0,['stump'],0.0,0,[],[],[],[],[],0
2630,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stumps'],0.0,0,[],[],[],[],[],0
2631,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sty'],0.0,0,[],[],[],[],[],0
2632,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['submarine'],0.0,0,[],[],[],[],[],0
2633,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['subway'],0.0,0,[],[],[],[],[],0
2634,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['sugar'],0.0,0,[],[],[],[],[],0
2635,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],20.0,['sugar bowl'],0.0,0,[],[],[],[],[],0
2636,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['sugar packet'],0.0,0,[],[],[],[],[],0
2637,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['suit'],0.0,0,[],[],[],[],[],0
2638,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['suit hanger'],0.0,0,[],[],[],[],[],0
2639,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sulfur mine'],0.0,0,[],[],[],[],[],0
2640,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],39.0,['sun'],0.0,0,[],[],[],[],[],0
2641,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['sun deck'],0.0,0,[],[],[],[],[],0
2642,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sun room'],0.0,0,[],[],[],[],[],0
2643,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sunflower'],0.0,0,[],[],[],[],[],0
2644,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['sunflower field'],0.0,1,['field'],"['field. tract, piece of land, piece of ground, parcel of land, parcel. geographical area, geographic area, geographical region, geographic region. region. location. object, physical object. physical entity. entity. ']","[[array(['field'], dtype='<U5')]
 [array(['tract, piece of land, piece of ground, parcel of land, parcel'],
      dtype='<U61')]
 [array(['geographical area, geographic area, geographical region, geographic region'],
      dtype='<U74')]
 [array(['region'], dtype='<U6')]
 [array(['location'], dtype='<U8')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a piece of land cleared of trees and usually enclosed; ""he planted a field of wheat""']",['field'],49
2645,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['sunglasses'],0.0,0,[],[],[],[],[],0
2646,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['supermarket'],0.0,0,[],[],[],[],[],0
2647,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['supplies'],0.0,0,[],[],[],[],[],0
2648,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],18.0,['support'],0.11111111,0,[],[],[],[],[],0
2649,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['support beam'],0.0,0,[],[],[],[],[],0
2650,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['support pole'],0.0,0,[],[],[],[],[],0
2651,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['supporting iron metal'],0.0,0,[],[],[],[],[],0
2652,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['supporting metal'],0.0,0,[],[],[],[],[],0
2653,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['surfboard'],0.0,0,[],[],[],[],[],0
2654,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['suspenders'],0.0,0,[],[],[],[],[],0
2655,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['suspension rope bridge'],0.0,0,[],[],[],[],[],0
2656,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['suspensions'],0.0,0,[],[],[],[],[],0
2657,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sutter'],1.0,0,[],[],[],[],[],0
2658,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['swamp'],0.0,0,[],[],[],[],[],0
2659,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['sweater'],0.0,1,"['sweater, jumper']","['sweater, jumper. garment. clothing, article of clothing, vesture, wear, wearable, habiliment. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['sweater, jumper'], dtype='<U15')]
 [array(['garment'], dtype='<U7')]
 [array(['clothing, article of clothing, vesture, wear, wearable, habiliment'],
      dtype='<U66')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a crocheted or knitted garment covering the upper part of the body'],"['sweater, jumper']",1
2660,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],107.0,"['sweater, jumper']",0.0,1,"['sweater, jumper']","['sweater, jumper. garment. clothing, article of clothing, vesture, wear, wearable, habiliment. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['sweater, jumper'], dtype='<U15')]
 [array(['garment'], dtype='<U7')]
 [array(['clothing, article of clothing, vesture, wear, wearable, habiliment'],
      dtype='<U66')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a crocheted or knitted garment covering the upper part of the body'],"['sweater, jumper']",1
2661,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],19.0,['sweatshirt'],0.0,0,[],[],[],[],[],0
2662,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],25.0,['sweatshirts'],0.0,0,[],[],[],[],[],0
2663,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sweep'],0.0,0,[],[],[],[],[],0
2664,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sweet peas'],0.0,0,[],[],[],[],[],0
2665,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['swimming costume'],0.0,0,[],[],[],[],[],0
2666,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],15.0,['swimming pool ladder'],0.0,0,[],[],[],[],[],0
2667,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],78.0,"['swimming pool, swimming bath, natatorium']",0.0,1,"['swimming pool, swimming bath, natatorium']","['swimming pool, swimming bath, natatorium. pool. excavation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['swimming pool, swimming bath, natatorium'], dtype='<U40')]
 [array(['pool'], dtype='<U4')]
 [array(['excavation'], dtype='<U10')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['pool that provides a facility for swimming; ""`swimming bath\' is a British term""']","['swimming pool, swimming bath, natatorium']",3
2668,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['swimsuit'],0.0,0,[],[],[],[],[],0
2669,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['swing'],0.375,0,[],[],[],[],[],0
2670,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['swinging seat'],0.0,0,[],[],[],[],[],0
2671,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],14.0,['swings'],0.0,0,[],[],[],[],[],0
2672,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['swiss chard'],0.0,0,[],[],[],[],[],0
2673,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],20.0,['switch'],1.0,1,"['switch, electric switch, electrical switch']","['switch, electric switch, electrical switch. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['switch, electric switch, electrical switch'], dtype='<U42')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit'],"['switch, electric switch, electrical switch']",4
2674,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['switch box'],0.0,0,[],[],[],[],[],0
2675,[0. 0. 0. ... 0. 0. 0.],[0. 0. 1. ... 0. 0. 0.],711.0,"['switch, electric switch, electrical switch']",0.0,1,"['switch, electric switch, electrical switch']","['switch, electric switch, electrical switch. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['switch, electric switch, electrical switch'], dtype='<U42')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit'],"['switch, electric switch, electrical switch']",4
2676,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['switchboard'],0.0,0,[],[],[],[],[],0
2677,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],20.0,['switches'],0.7,0,[],[],[],[],[],0
2678,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1084.0,['swivel chair'],0.0,1,['swivel chair'],"['swivel chair. chair. seat. furniture, piece of furniture, article of furniture. furnishing. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['swivel chair'], dtype='<U12')]
 [array(['chair'], dtype='<U5')]
 [array(['seat'], dtype='<U4')]
 [array(['furniture, piece of furniture, article of furniture'],
      dtype='<U51')]
 [array(['furnishing'], dtype='<U10')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a chair that swivels on its base'],['swivel chair'],2
2679,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['swmming pool'],0.0,0,[],[],[],[],[],0
2680,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['sword'],0.0,0,[],[],[],[],[],0
2681,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],23.0,['synthesizer'],0.0,0,[],[],[],[],[],0
2682,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],98.0,['system'],0.0,1,['system'],"['system. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['system'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity; ""he bought a new stereo system""; ""the system consists of a motor and a small computer""']",['system'],43
2683,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7988.0,['table'],0.0,1,['table'],"['table. furniture, piece of furniture, article of furniture. furnishing. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['table'], dtype='<U5')]
 [array(['furniture, piece of furniture, article of furniture'],
      dtype='<U51')]
 [array(['furnishing'], dtype='<U10')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs; ""it was a sturdy table""']",['table'],25
2684,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['table base'],0.0,0,[],[],[],[],[],0
2685,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['table cloth'],0.0,0,[],[],[],[],[],0
2686,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],48.0,['table football'],0.0,0,[],[],[],[],[],0
2687,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],30.0,['table game'],0.0,1,['table game'],"['table game. game. activity. act, deed, human action, human activity. event. psychological feature. abstraction, abstract entity. entity. ']","[[array(['table game'], dtype='<U10')]
 [array(['game'], dtype='<U4')]
 [array(['activity'], dtype='<U8')]
 [array(['act, deed, human action, human activity'], dtype='<U39')]
 [array(['event'], dtype='<U5')]
 [array(['psychological feature'], dtype='<U21')]
 [array(['abstraction, abstract entity'], dtype='<U28')]
 [array(['entity'], dtype='<U6')]]",['a game that is played on a table'],['table game'],0
2688,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['table mat'],0.0,0,[],[],[],[],[],0
2689,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],17.0,['table runner'],0.0,0,[],[],[],[],[],0
2690,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['table runners'],0.0,0,[],[],[],[],[],0
2691,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],34.0,['table tennis'],0.0,0,[],[],[],[],[],0
2692,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['tablecloth'],0.0,0,[],[],[],[],[],0
2693,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['tablecloths'],0.0,0,[],[],[],[],[],0
2694,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['tableland'],0.0,0,[],[],[],[],[],0
2695,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],16.0,['tables'],0.0,0,[],[],[],[],[],0
2696,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tag'],0.0,0,[],[],[],[],[],0
2697,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['tail'],1.0,0,[],[],[],[],[],0
2698,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['tailight'],0.0,1,"['taillight, tail lamp, rear light, rear lamp']","['taillight, tail lamp, rear light, rear lamp. lamp. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['taillight, tail lamp, rear light, rear lamp'], dtype='<U43')]
 [array(['lamp'], dtype='<U4')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['lamp (usually red) mounted at the rear of a motor vehicle'],"['taillight, tail lamp, rear light, rear lamp']",0
2699,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1379.0,['taillight'],1.0,1,"['taillight, tail lamp, rear light, rear lamp']","['taillight, tail lamp, rear light, rear lamp. lamp. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['taillight, tail lamp, rear light, rear lamp'], dtype='<U43')]
 [array(['lamp'], dtype='<U4')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['lamp (usually red) mounted at the rear of a motor vehicle'],"['taillight, tail lamp, rear light, rear lamp']",0
2700,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['tallboy'],0.0,0,[],[],[],[],[],0
2701,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],39.0,['tank lid'],1.0,1,['lid'],"['lid. top, cover. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['lid'], dtype='<U3')]
 [array(['top, cover'], dtype='<U10')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc.; ""he raised the piano lid""']",['lid'],0
2702,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tank top'],0.0,0,[],[],[],[],[],0
2703,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],137.0,"['tank, storage tank']",0.0,1,"['tank, storage tank']","['tank, storage tank. vessel. container. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['tank, storage tank'], dtype='<U18')]
 [array(['vessel'], dtype='<U6')]
 [array(['container'], dtype='<U9')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a large (usually metallic) vessel for holding gases or liquids'],"['tank, storage tank']",3
2704,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tanker'],0.0,0,[],[],[],[],[],0
2705,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tanker aircraft'],0.0,0,[],[],[],[],[],0
2706,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['tanks'],0.0,0,[],[],[],[],[],0
2707,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],197.0,['tap'],1.0,1,"['water faucet, water tap, tap, hydrant']","['water faucet, water tap, tap, hydrant. faucet, spigot. regulator. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['water faucet, water tap, tap, hydrant'], dtype='<U37')]
 [array(['faucet, spigot'], dtype='<U14')]
 [array(['regulator'], dtype='<U9')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a faucet for drawing water from a pipe or cask'],"['water faucet, water tap, tap, hydrant']",0
2708,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tap wrench'],0.0,0,[],[],[],[],[],0
2709,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['tape'],0.0,0,[],[],[],[],[],0
2710,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tape measure'],0.0,0,[],[],[],[],[],0
2711,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['taper'],0.0,0,[],[],[],[],[],0
2712,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['tapes'],0.0,0,[],[],[],[],[],0
2713,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],71.0,"['tapestry, tapis']",0.0,1,"['tapestry, tapis']","['tapestry, tapis. fabric, cloth, material, textile. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['tapestry, tapis'], dtype='<U15')]
 [array(['fabric, cloth, material, textile'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a heavy textile with a woven design; used for curtains and upholstery'],"['tapestry, tapis']",0
2714,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],25.0,['target'],0.0,0,[],[],[],[],[],0
2715,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['tarmac'],0.0,1,"['tarmacadam, tarmac, macadam']","['tarmacadam, tarmac, macadam. paved surface. horizontal surface, level. surface. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['tarmacadam, tarmac, macadam'], dtype='<U27')]
 [array(['paved surface'], dtype='<U13')]
 [array(['horizontal surface, level'], dtype='<U25')]
 [array(['surface'], dtype='<U7')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a paved surface having compressed layers of broken rocks held together with tar'],"['tarmacadam, tarmac, macadam']",0
